# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "assembly/annotation.gff" "-F" "gff" "-t" "CDS" "-g" "ID" "-o" "assembly/counts.txt" "assembly/contigs.bam" 
Geneid	Chr	Start	End	Strand	Length	assembly/contigs.bam
LIHFGKIE_00981	NODE_9_length_88023_cov_19.688860	42455	42556	-	102	8
LIHFGKIE_00982	NODE_9_length_88023_cov_19.688860	42642	42992	-	351	56
LIHFGKIE_00983	NODE_9_length_88023_cov_19.688860	43100	43867	-	768	134
LIHFGKIE_00984	NODE_9_length_88023_cov_19.688860	43967	44239	+	273	24
LIHFGKIE_00985	NODE_9_length_88023_cov_19.688860	44283	45248	+	966	153
LIHFGKIE_00986	NODE_9_length_88023_cov_19.688860	45295	45783	+	489	67
LIHFGKIE_00987	NODE_9_length_88023_cov_19.688860	45795	46667	-	873	161
LIHFGKIE_00988	NODE_9_length_88023_cov_19.688860	46827	48008	-	1182	248
LIHFGKIE_00989	NODE_9_length_88023_cov_19.688860	48077	48616	-	540	127
LIHFGKIE_00990	NODE_9_length_88023_cov_19.688860	49046	50614	-	1569	263
LIHFGKIE_00991	NODE_9_length_88023_cov_19.688860	50601	51317	-	717	108
LIHFGKIE_00992	NODE_9_length_88023_cov_19.688860	51486	52049	-	564	77
LIHFGKIE_00993	NODE_9_length_88023_cov_19.688860	52052	53203	-	1152	194
LIHFGKIE_00994	NODE_9_length_88023_cov_19.688860	53207	53554	-	348	22
LIHFGKIE_00995	NODE_9_length_88023_cov_19.688860	53572	54165	-	594	80
LIHFGKIE_00996	NODE_9_length_88023_cov_19.688860	54146	54793	-	648	85
LIHFGKIE_00997	NODE_9_length_88023_cov_19.688860	54805	55914	-	1110	149
LIHFGKIE_00998	NODE_9_length_88023_cov_19.688860	55907	56431	-	525	81
LIHFGKIE_00999	NODE_9_length_88023_cov_19.688860	56622	57773	-	1152	307
LIHFGKIE_01000	NODE_9_length_88023_cov_19.688860	58055	59056	+	1002	217
LIHFGKIE_01001	NODE_9_length_88023_cov_19.688860	59104	59460	-	357	36
LIHFGKIE_01002	NODE_9_length_88023_cov_19.688860	59505	59705	-	201	6
LIHFGKIE_01003	NODE_9_length_88023_cov_19.688860	59727	60176	-	450	94
LIHFGKIE_01004	NODE_9_length_88023_cov_19.688860	60437	60997	-	561	137
LIHFGKIE_01005	NODE_9_length_88023_cov_19.688860	61029	61793	-	765	129
LIHFGKIE_01006	NODE_9_length_88023_cov_19.688860	61793	62719	-	927	129
LIHFGKIE_01007	NODE_9_length_88023_cov_19.688860	62722	63153	-	432	35
LIHFGKIE_01008	NODE_9_length_88023_cov_19.688860	63150	63584	-	435	63
LIHFGKIE_01009	NODE_9_length_88023_cov_19.688860	63742	64260	-	519	113
LIHFGKIE_01010	NODE_9_length_88023_cov_19.688860	64424	66361	-	1938	387
LIHFGKIE_01011	NODE_9_length_88023_cov_19.688860	66648	67556	-	909	198
LIHFGKIE_01012	NODE_9_length_88023_cov_19.688860	67576	68910	-	1335	236
LIHFGKIE_01013	NODE_9_length_88023_cov_19.688860	68913	69380	-	468	44
LIHFGKIE_01014	NODE_9_length_88023_cov_19.688860	69383	69985	-	603	53
LIHFGKIE_01015	NODE_9_length_88023_cov_19.688860	69982	70812	-	831	111
LIHFGKIE_01016	NODE_9_length_88023_cov_19.688860	70821	73484	-	2664	537
LIHFGKIE_01017	NODE_9_length_88023_cov_19.688860	73685	74020	-	336	41
LIHFGKIE_01018	NODE_9_length_88023_cov_19.688860	74040	74879	-	840	107
LIHFGKIE_01019	NODE_9_length_88023_cov_19.688860	74882	75745	-	864	154
LIHFGKIE_01020	NODE_9_length_88023_cov_19.688860	75784	76287	-	504	64
LIHFGKIE_01021	NODE_9_length_88023_cov_19.688860	76307	76750	-	444	69
LIHFGKIE_01022	NODE_9_length_88023_cov_19.688860	76939	77922	+	984	173
LIHFGKIE_01023	NODE_9_length_88023_cov_19.688860	77922	79223	+	1302	204
LIHFGKIE_01024	NODE_9_length_88023_cov_19.688860	79230	79913	+	684	97
LIHFGKIE_01025	NODE_9_length_88023_cov_19.688860	79903	81174	+	1272	161
LIHFGKIE_01026	NODE_9_length_88023_cov_19.688860	81191	81298	+	108	0
LIHFGKIE_01027	NODE_9_length_88023_cov_19.688860	81295	82014	+	720	94
LIHFGKIE_01028	NODE_9_length_88023_cov_19.688860	82034	82747	+	714	134
LIHFGKIE_01029	NODE_9_length_88023_cov_19.688860	82951	84231	+	1281	327
LIHFGKIE_01030	NODE_9_length_88023_cov_19.688860	84388	85590	-	1203	261
LIHFGKIE_01031	NODE_9_length_88023_cov_19.688860	85958	87994	-	2037	486
LIHFGKIE_01032	NODE_10_length_84003_cov_35.577710	1867	1965	+	99	96
LIHFGKIE_01033	NODE_10_length_84003_cov_35.577710	3179	3511	-	333	83
LIHFGKIE_01034	NODE_10_length_84003_cov_35.577710	3677	3868	-	192	87
LIHFGKIE_01035	NODE_10_length_84003_cov_35.577710	4397	6820	-	2424	905
LIHFGKIE_01036	NODE_10_length_84003_cov_35.577710	7017	7349	-	333	156
LIHFGKIE_01037	NODE_10_length_84003_cov_35.577710	7500	9050	-	1551	610
LIHFGKIE_01038	NODE_10_length_84003_cov_35.577710	9273	9455	+	183	120
LIHFGKIE_01039	NODE_10_length_84003_cov_35.577710	9804	10382	+	579	150
LIHFGKIE_01040	NODE_10_length_84003_cov_35.577710	10389	11675	+	1287	291
LIHFGKIE_01041	NODE_10_length_84003_cov_35.577710	11824	12636	+	813	243
LIHFGKIE_01042	NODE_10_length_84003_cov_35.577710	12723	14147	+	1425	416
LIHFGKIE_01043	NODE_10_length_84003_cov_35.577710	14201	14725	-	525	133
LIHFGKIE_01044	NODE_10_length_84003_cov_35.577710	14794	16089	-	1296	363
LIHFGKIE_01045	NODE_10_length_84003_cov_35.577710	16221	17840	-	1620	562
LIHFGKIE_01046	NODE_10_length_84003_cov_35.577710	17957	18517	-	561	207
LIHFGKIE_01047	NODE_10_length_84003_cov_35.577710	18564	18989	-	426	122
LIHFGKIE_01048	NODE_10_length_84003_cov_35.577710	19083	20456	+	1374	325
LIHFGKIE_01049	NODE_10_length_84003_cov_35.577710	20491	20766	+	276	39
LIHFGKIE_01050	NODE_10_length_84003_cov_35.577710	20827	21747	-	921	246
LIHFGKIE_01051	NODE_10_length_84003_cov_35.577710	21909	22883	-	975	346
LIHFGKIE_01052	NODE_10_length_84003_cov_35.577710	23111	24880	-	1770	700
LIHFGKIE_01053	NODE_10_length_84003_cov_35.577710	25011	25763	-	753	287
LIHFGKIE_01054	NODE_10_length_84003_cov_35.577710	25892	27277	-	1386	448
LIHFGKIE_01055	NODE_10_length_84003_cov_35.577710	27324	28154	-	831	202
LIHFGKIE_01056	NODE_10_length_84003_cov_35.577710	28263	28520	-	258	51
LIHFGKIE_01057	NODE_10_length_84003_cov_35.577710	28582	29466	-	885	207
LIHFGKIE_01058	NODE_10_length_84003_cov_35.577710	29456	30022	-	567	81
LIHFGKIE_01059	NODE_10_length_84003_cov_35.577710	30009	30776	-	768	163
LIHFGKIE_01060	NODE_10_length_84003_cov_35.577710	30776	32752	-	1977	548
LIHFGKIE_01061	NODE_10_length_84003_cov_35.577710	32852	35518	-	2667	747
LIHFGKIE_01062	NODE_10_length_84003_cov_35.577710	35817	36401	-	585	206
LIHFGKIE_01063	NODE_10_length_84003_cov_35.577710	36415	36894	-	480	97
LIHFGKIE_01064	NODE_10_length_84003_cov_35.577710	36910	37932	-	1023	254
LIHFGKIE_01065	NODE_10_length_84003_cov_35.577710	38050	38643	+	594	144
LIHFGKIE_01067	NODE_10_length_84003_cov_35.577710	38771	39433	-	663	175
LIHFGKIE_01068	NODE_10_length_84003_cov_35.577710	39513	39974	-	462	162
LIHFGKIE_01069	NODE_10_length_84003_cov_35.577710	40216	40641	+	426	214
LIHFGKIE_01070	NODE_10_length_84003_cov_35.577710	40783	42099	+	1317	434
LIHFGKIE_01071	NODE_10_length_84003_cov_35.577710	42195	43139	-	945	254
LIHFGKIE_01072	NODE_10_length_84003_cov_35.577710	43160	44218	-	1059	286
LIHFGKIE_01073	NODE_10_length_84003_cov_35.577710	44234	45265	-	1032	224
LIHFGKIE_01074	NODE_10_length_84003_cov_35.577710	45274	46203	-	930	257
LIHFGKIE_01075	NODE_10_length_84003_cov_35.577710	46371	47513	-	1143	382
LIHFGKIE_01076	NODE_10_length_84003_cov_35.577710	47686	49314	-	1629	651
LIHFGKIE_01077	NODE_10_length_84003_cov_35.577710	49505	51124	-	1620	579
LIHFGKIE_01078	NODE_10_length_84003_cov_35.577710	51293	51946	-	654	196
LIHFGKIE_01079	NODE_10_length_84003_cov_35.577710	51946	53259	-	1314	381
LIHFGKIE_01081	NODE_10_length_84003_cov_35.577710	53484	53840	-	357	191
LIHFGKIE_01082	NODE_10_length_84003_cov_35.577710	54267	55529	-	1263	443
LIHFGKIE_01083	NODE_10_length_84003_cov_35.577710	55827	58817	-	2991	1074
LIHFGKIE_01084	NODE_10_length_84003_cov_35.577710	58855	59469	-	615	158
LIHFGKIE_01085	NODE_10_length_84003_cov_35.577710	59469	60569	-	1101	295
LIHFGKIE_01086	NODE_10_length_84003_cov_35.577710	60675	61235	-	561	186
LIHFGKIE_01087	NODE_10_length_84003_cov_35.577710	61513	62205	-	693	234
LIHFGKIE_01088	NODE_10_length_84003_cov_35.577710	62361	63116	+	756	193
LIHFGKIE_01089	NODE_10_length_84003_cov_35.577710	63201	64007	+	807	197
LIHFGKIE_01090	NODE_10_length_84003_cov_35.577710	64015	64980	+	966	192
LIHFGKIE_01091	NODE_10_length_84003_cov_35.577710	65014	65661	+	648	143
LIHFGKIE_01092	NODE_10_length_84003_cov_35.577710	65706	67544	-	1839	514
LIHFGKIE_01093	NODE_10_length_84003_cov_35.577710	67634	68722	-	1089	353
LIHFGKIE_01094	NODE_10_length_84003_cov_35.577710	68742	69968	-	1227	450
LIHFGKIE_01095	NODE_10_length_84003_cov_35.577710	70408	72132	+	1725	768
LIHFGKIE_01096	NODE_10_length_84003_cov_35.577710	72970	73863	-	894	416
LIHFGKIE_01097	NODE_10_length_84003_cov_35.577710	74056	74925	+	870	325
LIHFGKIE_01098	NODE_10_length_84003_cov_35.577710	75138	75614	+	477	223
LIHFGKIE_01099	NODE_10_length_84003_cov_35.577710	75804	75968	-	165	118
LIHFGKIE_01100	NODE_10_length_84003_cov_35.577710	76156	76575	+	420	153
LIHFGKIE_01101	NODE_10_length_84003_cov_35.577710	76732	78267	-	1536	614
LIHFGKIE_01102	NODE_10_length_84003_cov_35.577710	78454	79914	-	1461	689
LIHFGKIE_01103	NODE_10_length_84003_cov_35.577710	80439	80711	-	273	112
LIHFGKIE_01104	NODE_10_length_84003_cov_35.577710	80749	80964	-	216	57
LIHFGKIE_01105	NODE_10_length_84003_cov_35.577710	81119	81535	+	417	168
LIHFGKIE_01106	NODE_10_length_84003_cov_35.577710	81640	81915	+	276	49
LIHFGKIE_01107	NODE_10_length_84003_cov_35.577710	81902	82276	+	375	98
LIHFGKIE_01108	NODE_10_length_84003_cov_35.577710	82425	82721	-	297	81
LIHFGKIE_01109	NODE_10_length_84003_cov_35.577710	82699	83778	-	1080	308
LIHFGKIE_01111	NODE_11_length_81954_cov_38.495167	190	438	-	249	141
LIHFGKIE_01112	NODE_11_length_81954_cov_38.495167	650	1084	+	435	195
LIHFGKIE_01113	NODE_11_length_81954_cov_38.495167	1303	1524	-	222	118
LIHFGKIE_01114	NODE_11_length_81954_cov_38.495167	1617	2486	-	870	249
LIHFGKIE_01115	NODE_11_length_81954_cov_38.495167	2483	3430	-	948	279
LIHFGKIE_01116	NODE_11_length_81954_cov_38.495167	3444	4397	-	954	298
LIHFGKIE_01117	NODE_11_length_81954_cov_38.495167	4415	5251	-	837	215
LIHFGKIE_01118	NODE_11_length_81954_cov_38.495167	5268	6029	-	762	267
LIHFGKIE_01120	NODE_11_length_81954_cov_38.495167	6414	6635	-	222	154
LIHFGKIE_01122	NODE_11_length_81954_cov_38.495167	6964	7680	+	717	292
LIHFGKIE_01123	NODE_11_length_81954_cov_38.495167	7751	9604	+	1854	662
LIHFGKIE_01124	NODE_11_length_81954_cov_38.495167	9594	10946	+	1353	456
LIHFGKIE_01125	NODE_11_length_81954_cov_38.495167	10949	11773	+	825	265
LIHFGKIE_01126	NODE_11_length_81954_cov_38.495167	11786	12583	+	798	273
LIHFGKIE_01127	NODE_11_length_81954_cov_38.495167	12663	13925	+	1263	652
LIHFGKIE_01128	NODE_11_length_81954_cov_38.495167	14443	14922	+	480	283
LIHFGKIE_01129	NODE_11_length_81954_cov_38.495167	15422	15967	+	546	241
LIHFGKIE_01130	NODE_11_length_81954_cov_38.495167	15991	16872	-	882	215
LIHFGKIE_01131	NODE_11_length_81954_cov_38.495167	16881	17534	-	654	159
LIHFGKIE_01132	NODE_11_length_81954_cov_38.495167	17539	18891	-	1353	459
LIHFGKIE_01133	NODE_11_length_81954_cov_38.495167	19048	19989	+	942	313
LIHFGKIE_01134	NODE_11_length_81954_cov_38.495167	20024	20920	-	897	278
LIHFGKIE_01135	NODE_11_length_81954_cov_38.495167	20939	21499	-	561	175
LIHFGKIE_01136	NODE_11_length_81954_cov_38.495167	21596	22702	-	1107	503
LIHFGKIE_01137	NODE_11_length_81954_cov_38.495167	22902	23306	+	405	204
LIHFGKIE_01138	NODE_11_length_81954_cov_38.495167	23400	25178	+	1779	627
LIHFGKIE_01139	NODE_11_length_81954_cov_38.495167	25250	25390	+	141	61
LIHFGKIE_01140	NODE_11_length_81954_cov_38.495167	25549	26415	+	867	276
LIHFGKIE_01141	NODE_11_length_81954_cov_38.495167	26408	26557	+	150	0
LIHFGKIE_01142	NODE_11_length_81954_cov_38.495167	26550	27857	+	1308	468
LIHFGKIE_01143	NODE_11_length_81954_cov_38.495167	27866	28969	+	1104	419
LIHFGKIE_01144	NODE_11_length_81954_cov_38.495167	29056	29700	+	645	222
LIHFGKIE_01145	NODE_11_length_81954_cov_38.495167	29767	30615	+	849	235
LIHFGKIE_01146	NODE_11_length_81954_cov_38.495167	30665	31582	-	918	274
LIHFGKIE_01147	NODE_11_length_81954_cov_38.495167	31666	32421	-	756	248
LIHFGKIE_01148	NODE_11_length_81954_cov_38.495167	32421	34034	-	1614	678
LIHFGKIE_01149	NODE_11_length_81954_cov_38.495167	34367	34999	-	633	239
LIHFGKIE_01150	NODE_11_length_81954_cov_38.495167	35032	35397	+	366	62
LIHFGKIE_01151	NODE_11_length_81954_cov_38.495167	35394	36182	-	789	187
LIHFGKIE_01152	NODE_11_length_81954_cov_38.495167	36169	36687	-	519	116
LIHFGKIE_01153	NODE_11_length_81954_cov_38.495167	36740	37438	-	699	278
LIHFGKIE_01154	NODE_11_length_81954_cov_38.495167	37528	38013	+	486	157
LIHFGKIE_01155	NODE_11_length_81954_cov_38.495167	38014	39471	-	1458	530
LIHFGKIE_01156	NODE_11_length_81954_cov_38.495167	39491	40417	-	927	289
LIHFGKIE_01157	NODE_11_length_81954_cov_38.495167	40513	41283	+	771	236
LIHFGKIE_01158	NODE_11_length_81954_cov_38.495167	41311	42264	-	954	309
LIHFGKIE_01159	NODE_11_length_81954_cov_38.495167	42425	43237	+	813	269
LIHFGKIE_01160	NODE_11_length_81954_cov_38.495167	43246	43902	+	657	179
LIHFGKIE_01161	NODE_11_length_81954_cov_38.495167	43902	44318	+	417	121
LIHFGKIE_01162	NODE_11_length_81954_cov_38.495167	44410	45396	+	987	428
LIHFGKIE_01163	NODE_11_length_81954_cov_38.495167	45561	46244	+	684	229
LIHFGKIE_01164	NODE_11_length_81954_cov_38.495167	46257	47081	+	825	280
LIHFGKIE_01165	NODE_11_length_81954_cov_38.495167	47208	48692	+	1485	534
LIHFGKIE_01166	NODE_11_length_81954_cov_38.495167	48685	49422	+	738	188
LIHFGKIE_01167	NODE_11_length_81954_cov_38.495167	49458	50708	-	1251	424
LIHFGKIE_01168	NODE_11_length_81954_cov_38.495167	50861	51943	+	1083	363
LIHFGKIE_01169	NODE_11_length_81954_cov_38.495167	51970	52719	+	750	225
LIHFGKIE_01170	NODE_11_length_81954_cov_38.495167	52810	53943	+	1134	305
LIHFGKIE_01171	NODE_11_length_81954_cov_38.495167	53940	54725	+	786	193
LIHFGKIE_01172	NODE_11_length_81954_cov_38.495167	54697	55530	+	834	294
LIHFGKIE_01173	NODE_11_length_81954_cov_38.495167	55821	58829	-	3009	1015
LIHFGKIE_01174	NODE_11_length_81954_cov_38.495167	58983	60137	+	1155	456
LIHFGKIE_01175	NODE_11_length_81954_cov_38.495167	61892	62188	+	297	108
LIHFGKIE_01176	NODE_11_length_81954_cov_38.495167	62190	62543	+	354	111
LIHFGKIE_01177	NODE_11_length_81954_cov_38.495167	62765	64162	+	1398	483
LIHFGKIE_01178	NODE_11_length_81954_cov_38.495167	64211	64402	+	192	45
LIHFGKIE_01179	NODE_11_length_81954_cov_38.495167	64533	65009	-	477	133
LIHFGKIE_01180	NODE_11_length_81954_cov_38.495167	65124	65621	+	498	108
LIHFGKIE_01181	NODE_11_length_81954_cov_38.495167	65639	66442	-	804	232
LIHFGKIE_01182	NODE_11_length_81954_cov_38.495167	66592	67086	+	495	213
LIHFGKIE_01183	NODE_11_length_81954_cov_38.495167	67436	68365	+	930	336
LIHFGKIE_01184	NODE_11_length_81954_cov_38.495167	68394	69167	+	774	206
LIHFGKIE_01185	NODE_11_length_81954_cov_38.495167	69167	69964	+	798	208
LIHFGKIE_01186	NODE_11_length_81954_cov_38.495167	69964	70776	+	813	196
LIHFGKIE_01187	NODE_11_length_81954_cov_38.495167	70831	71400	-	570	215
LIHFGKIE_01188	NODE_11_length_81954_cov_38.495167	71559	72044	+	486	153
LIHFGKIE_01189	NODE_11_length_81954_cov_38.495167	72101	73498	+	1398	408
LIHFGKIE_01190	NODE_11_length_81954_cov_38.495167	73626	75575	+	1950	723
LIHFGKIE_01191	NODE_11_length_81954_cov_38.495167	75597	76880	+	1284	493
LIHFGKIE_01192	NODE_11_length_81954_cov_38.495167	77055	79262	+	2208	824
LIHFGKIE_01193	NODE_11_length_81954_cov_38.495167	79262	79975	+	714	165
LIHFGKIE_01194	NODE_11_length_81954_cov_38.495167	80027	80605	+	579	132
LIHFGKIE_01195	NODE_11_length_81954_cov_38.495167	80598	81794	+	1197	397
LIHFGKIE_01196	NODE_12_length_81834_cov_35.111202	183	956	+	774	329
LIHFGKIE_01197	NODE_12_length_81834_cov_35.111202	1054	1287	+	234	46
LIHFGKIE_01198	NODE_12_length_81834_cov_35.111202	1320	1862	+	543	216
LIHFGKIE_01199	NODE_12_length_81834_cov_35.111202	2191	3006	-	816	369
LIHFGKIE_01200	NODE_12_length_81834_cov_35.111202	3131	4630	+	1500	441
LIHFGKIE_01201	NODE_12_length_81834_cov_35.111202	4686	5459	+	774	237
LIHFGKIE_01202	NODE_12_length_81834_cov_35.111202	5467	6417	+	951	385
LIHFGKIE_01203	NODE_12_length_81834_cov_35.111202	6561	7739	+	1179	406
LIHFGKIE_01204	NODE_12_length_81834_cov_35.111202	7740	8168	+	429	107
LIHFGKIE_01205	NODE_12_length_81834_cov_35.111202	8281	9942	+	1662	558
LIHFGKIE_01206	NODE_12_length_81834_cov_35.111202	9946	11667	+	1722	704
LIHFGKIE_01207	NODE_12_length_81834_cov_35.111202	11839	14103	+	2265	848
LIHFGKIE_01208	NODE_12_length_81834_cov_35.111202	14096	14761	+	666	183
LIHFGKIE_01209	NODE_12_length_81834_cov_35.111202	14784	15890	+	1107	406
LIHFGKIE_01210	NODE_12_length_81834_cov_35.111202	15978	17204	+	1227	485
LIHFGKIE_01211	NODE_12_length_81834_cov_35.111202	17284	18642	+	1359	490
LIHFGKIE_01212	NODE_12_length_81834_cov_35.111202	18645	19502	+	858	309
LIHFGKIE_01213	NODE_12_length_81834_cov_35.111202	19612	20433	+	822	282
LIHFGKIE_01214	NODE_12_length_81834_cov_35.111202	20569	20664	+	96	41
LIHFGKIE_01215	NODE_12_length_81834_cov_35.111202	20779	20958	+	180	40
LIHFGKIE_01216	NODE_12_length_81834_cov_35.111202	20984	21433	+	450	149
LIHFGKIE_01217	NODE_12_length_81834_cov_35.111202	21615	21971	-	357	167
LIHFGKIE_01218	NODE_12_length_81834_cov_35.111202	22481	22984	+	504	161
LIHFGKIE_01219	NODE_12_length_81834_cov_35.111202	23084	24331	-	1248	409
LIHFGKIE_01220	NODE_12_length_81834_cov_35.111202	24483	25466	+	984	368
LIHFGKIE_01221	NODE_12_length_81834_cov_35.111202	25538	25900	-	363	143
LIHFGKIE_01222	NODE_12_length_81834_cov_35.111202	26115	28652	+	2538	952
LIHFGKIE_01223	NODE_12_length_81834_cov_35.111202	28767	30260	+	1494	452
LIHFGKIE_01224	NODE_12_length_81834_cov_35.111202	30377	31681	+	1305	255
LIHFGKIE_01225	NODE_12_length_81834_cov_35.111202	31678	32445	+	768	151
LIHFGKIE_01226	NODE_12_length_81834_cov_35.111202	32536	32637	+	102	1
LIHFGKIE_01227	NODE_12_length_81834_cov_35.111202	32651	33109	+	459	113
LIHFGKIE_01228	NODE_12_length_81834_cov_35.111202	33318	33767	+	450	116
LIHFGKIE_01229	NODE_12_length_81834_cov_35.111202	33770	34543	+	774	219
LIHFGKIE_01230	NODE_12_length_81834_cov_35.111202	34707	36038	-	1332	444
LIHFGKIE_01231	NODE_12_length_81834_cov_35.111202	36219	36410	-	192	63
LIHFGKIE_01232	NODE_12_length_81834_cov_35.111202	36502	37704	-	1203	457
LIHFGKIE_01233	NODE_12_length_81834_cov_35.111202	37859	38656	+	798	244
LIHFGKIE_01234	NODE_12_length_81834_cov_35.111202	38740	39384	-	645	198
LIHFGKIE_01235	NODE_12_length_81834_cov_35.111202	39443	40204	+	762	192
LIHFGKIE_01236	NODE_12_length_81834_cov_35.111202	40201	40956	-	756	198
LIHFGKIE_01237	NODE_12_length_81834_cov_35.111202	41086	41685	+	600	207
LIHFGKIE_01238	NODE_12_length_81834_cov_35.111202	41805	42329	+	525	154
LIHFGKIE_01239	NODE_12_length_81834_cov_35.111202	42332	43393	+	1062	221
LIHFGKIE_01240	NODE_12_length_81834_cov_35.111202	43395	44069	+	675	140
LIHFGKIE_01241	NODE_12_length_81834_cov_35.111202	44102	45514	-	1413	430
LIHFGKIE_01242	NODE_12_length_81834_cov_35.111202	45623	45865	+	243	82
LIHFGKIE_01243	NODE_12_length_81834_cov_35.111202	45996	46619	+	624	167
LIHFGKIE_01244	NODE_12_length_81834_cov_35.111202	46772	47311	+	540	142
LIHFGKIE_01245	NODE_12_length_81834_cov_35.111202	47325	47873	+	549	159
LIHFGKIE_01246	NODE_12_length_81834_cov_35.111202	47965	48756	+	792	220
LIHFGKIE_01247	NODE_12_length_81834_cov_35.111202	48759	49688	+	930	309
LIHFGKIE_01248	NODE_12_length_81834_cov_35.111202	50105	50641	-	537	238
LIHFGKIE_01249	NODE_12_length_81834_cov_35.111202	50803	51525	+	723	191
LIHFGKIE_01250	NODE_12_length_81834_cov_35.111202	51543	52379	+	837	179
LIHFGKIE_01251	NODE_12_length_81834_cov_35.111202	52398	53177	+	780	184
LIHFGKIE_01252	NODE_12_length_81834_cov_35.111202	53155	54042	+	888	151
LIHFGKIE_01253	NODE_12_length_81834_cov_35.111202	54035	54298	+	264	15
LIHFGKIE_01254	NODE_12_length_81834_cov_35.111202	54352	55452	+	1101	296
LIHFGKIE_01255	NODE_12_length_81834_cov_35.111202	55461	56246	+	786	207
LIHFGKIE_01256	NODE_12_length_81834_cov_35.111202	56393	58117	+	1725	491
LIHFGKIE_01257	NODE_12_length_81834_cov_35.111202	58139	59992	+	1854	637
LIHFGKIE_01258	NODE_12_length_81834_cov_35.111202	60056	60388	+	333	134
LIHFGKIE_01259	NODE_12_length_81834_cov_35.111202	60566	61807	+	1242	509
LIHFGKIE_01260	NODE_12_length_81834_cov_35.111202	62031	62324	-	294	140
LIHFGKIE_01261	NODE_12_length_81834_cov_35.111202	62512	63198	+	687	201
LIHFGKIE_01262	NODE_12_length_81834_cov_35.111202	63200	64354	+	1155	303
LIHFGKIE_01263	NODE_12_length_81834_cov_35.111202	64407	65978	+	1572	451
LIHFGKIE_01264	NODE_12_length_81834_cov_35.111202	65988	66737	+	750	248
LIHFGKIE_01265	NODE_12_length_81834_cov_35.111202	66879	67202	+	324	106
LIHFGKIE_01266	NODE_12_length_81834_cov_35.111202	67351	67575	+	225	71
LIHFGKIE_01267	NODE_12_length_81834_cov_35.111202	67651	67842	+	192	18
LIHFGKIE_01268	NODE_12_length_81834_cov_35.111202	67857	68042	+	186	10
LIHFGKIE_01269	NODE_12_length_81834_cov_35.111202	68108	69154	-	1047	347
LIHFGKIE_01270	NODE_12_length_81834_cov_35.111202	69456	70859	+	1404	498
LIHFGKIE_01271	NODE_12_length_81834_cov_35.111202	71006	73312	+	2307	722
LIHFGKIE_01272	NODE_12_length_81834_cov_35.111202	73477	73662	+	186	56
LIHFGKIE_01273	NODE_12_length_81834_cov_35.111202	73794	74201	+	408	144
LIHFGKIE_01274	NODE_12_length_81834_cov_35.111202	74217	74435	+	219	46
LIHFGKIE_01275	NODE_12_length_81834_cov_35.111202	74572	75771	+	1200	391
LIHFGKIE_01276	NODE_12_length_81834_cov_35.111202	75900	76007	+	108	65
LIHFGKIE_01277	NODE_12_length_81834_cov_35.111202	76227	77438	+	1212	402
LIHFGKIE_01278	NODE_12_length_81834_cov_35.111202	77582	77701	+	120	9
LIHFGKIE_01279	NODE_12_length_81834_cov_35.111202	77708	78700	+	993	157
LIHFGKIE_01280	NODE_12_length_81834_cov_35.111202	78679	79050	+	372	36
LIHFGKIE_01281	NODE_12_length_81834_cov_35.111202	79034	79843	+	810	227
LIHFGKIE_01282	NODE_12_length_81834_cov_35.111202	79867	80079	+	213	51
LIHFGKIE_01283	NODE_12_length_81834_cov_35.111202	80253	80657	+	405	160
LIHFGKIE_01284	NODE_12_length_81834_cov_35.111202	80792	80932	+	141	71
LIHFGKIE_01285	NODE_12_length_81834_cov_35.111202	81228	81452	+	225	74
LIHFGKIE_01286	NODE_12_length_81834_cov_35.111202	81456	81695	+	240	66
LIHFGKIE_01287	NODE_13_length_79447_cov_14.858611	287	658	-	372	57
LIHFGKIE_01288	NODE_13_length_79447_cov_14.858611	699	1037	-	339	47
LIHFGKIE_01289	NODE_13_length_79447_cov_14.858611	1404	2108	+	705	107
LIHFGKIE_01290	NODE_13_length_79447_cov_14.858611	2195	3643	+	1449	195
LIHFGKIE_01291	NODE_13_length_79447_cov_14.858611	3707	4363	-	657	71
LIHFGKIE_01292	NODE_13_length_79447_cov_14.858611	4494	5420	+	927	108
LIHFGKIE_01293	NODE_13_length_79447_cov_14.858611	5446	5961	-	516	44
LIHFGKIE_01294	NODE_13_length_79447_cov_14.858611	5971	6237	-	267	37
LIHFGKIE_01295	NODE_13_length_79447_cov_14.858611	6573	8183	+	1611	197
LIHFGKIE_01296	NODE_13_length_79447_cov_14.858611	8226	9329	-	1104	133
LIHFGKIE_01297	NODE_13_length_79447_cov_14.858611	9432	10490	-	1059	118
LIHFGKIE_01298	NODE_13_length_79447_cov_14.858611	10490	11665	-	1176	143
LIHFGKIE_01299	NODE_13_length_79447_cov_14.858611	11677	12456	-	780	67
LIHFGKIE_01300	NODE_13_length_79447_cov_14.858611	12463	13389	-	927	86
LIHFGKIE_01301	NODE_13_length_79447_cov_14.858611	13391	14545	-	1155	117
LIHFGKIE_01302	NODE_13_length_79447_cov_14.858611	14547	15254	-	708	50
LIHFGKIE_01303	NODE_13_length_79447_cov_14.858611	15269	16579	-	1311	169
LIHFGKIE_01304	NODE_13_length_79447_cov_14.858611	17038	18393	+	1356	151
LIHFGKIE_01305	NODE_13_length_79447_cov_14.858611	18402	19406	+	1005	103
